account_name,isin,accounting_year,g_S1,g_S2,FACTSET_ENTITY_ID
Steinhoff International Holdings,NL0011375019,2015,58624.14,219715.3,0FR03P-E
Storebrand ASA,NO0003053605,2015,0.0,426,05G9FK-E
Straumann Holding AG,CH0012280076,2015,779.0,4212,05HX67-E
Suez,FR0010613471,2015,6.364728e6,1790762,0655BR-E
Subsea 7,LU0075646355,2015,509653.0,10848,00CZ99-E
"Sumitomo Chemical Co., Ltd.",JP3401400001,2015,4.612e6,,05HWDG-E
Sulzer AG,CH0038388911,2015,20555.0,66290,0028NS-E
"Sumitomo Electric Industries, Ltd.",JP3407400005,2015,183700.0,1272000,05HWF7-E
Sun Life Financial Inc.,CA8667961053,2015,28899.0,78548,002YSD-E
Sun International Ltd,ZAE000097580,2015,24027.08,0,05ZXZ0-E
"Sumitomo Rubber Industries, Ltd.",JP3404200002,2015,373513.28,0,05HXCX-E
"Sumitomo Metal Mining Co., Ltd.",JP3402600005,2015,2.081085e6,0,05HJD8-E
"Sumitomo Forestry Co., Ltd.",JP3409800004,2015,47634.96,147738.14,05HXDQ-E
Sumitomo Heavy Industries. Ltd.,JP3405400007,2015,16107.0,51651,05HYZ6-E
Suncor Energy Inc.,CA8672241079,2015,1.910673e7,1373033,0817XN-E
Suncor Energy Inc.,CA8672241079,2015,1.910673e7,1373033,003K54-E
Suncorp Group,AU000000SUN6,2015,5932.0,43320,05HWHP-E
SunOpta Inc.,CA8676EP1086,2015,37943.3,31429.9,002P96-E
Swire Pacific,HK0019000162,2015,1.7740436e7,592152,003S4P-E
Svenska Handelsbanken,SE0007100599,2015,25.5,24333,05G6QB-E
Swedbank,SE0000242455,2015,989.0,18495,003QPZ-E
Swedish Match,SE0000310336,2015,30270.0,19568,003L05-E
Swiss Re,CH0126881561,2015,4500.0,19500,0BT2BZ-E
Swiss Life Holding,CH0014852781,2015,8123.0,10037,05FWCG-E
Swisscom,CH0008742519,2015,20618.0,10036,002TZV-E
Sykes Enterprises Incorporated,US8712371033,2015,0.0,0,0014V8-E
Symrise AG,DE000SYM9999,2015,105830.0,121212,008TGL-E
Syngenta AG,CH0011037469,2015,644000.0,400000,05HF52-E
Sysco Corporation,US8718291078,2015,800977.0,293730,000X5W-E
Sysmex Corporation,JP3351100007,2015,3757.13,20278.12,05HZKR-E
"T. Rowe Price Associates, Inc.",US74144T1088,2015,928.24,36649.67,002XXL-E
"T&D Holdings, Inc.",JP3539220008,2015,2315.0,55344,005RQW-E
"T&D Holdings, Inc.",JP3539220008,2015,2315.0,55344,05N0RF-E
Taisei Corporation,JP3443600006,2015,224528.0,100536,05HWMG-E
Taiwan Semiconductor Manufacturing,TW0002330008,2015,2.033702e6,4642647,001Y70-E
Tata Motors,INE155A01022,2015,64400.0,318198,003QDR-E
Tata Power Co,INE245A01021,2015,3.6334745e7,3357,003K9R-E
Tata Consultancy Services,INE467B01029,2015,31924.0,454598,05LBFM-E
Tata Chemicals,INE092A01019,2015,4.970546e6,62825,05J289-E
Tata Chemicals,INE092A01019,2015,5.131276e6,63723,05J289-E
"Taiyo Yuden Co., Ltd.",JP3452000007,2015,31797.0,282123,05HWNJ-E
TAKKT AG,DE0007446007,2015,3493.0,7009,05HR6F-E
Takeda Pharmaceutical Company Limited,JP3463000004,2015,163676.0,,05HWBL-E
Target Corporation,US87612E1064,2015,581568.0,2290938,002RXT-E
Tata Steel,INE081A01012,2015,2.3298343e7,1409816,05LYCN-E
Tate & Lyle,GB0008754136,2015,2.15904646e6,1214253.88,05HM5W-E
Taylor Wimpey Plc,GB0008782301,2015,17768.0,11159,06Q1FT-E
TDK Corporation,JP3538800008,2015,95022.56,1379282.58,003LT3-E
Tech Mahindra,INE669C01036,2015,6257.0,108052,06JLTG-E
Tecan Group Ltd,CH0012100191,2015,0.0,70.96,05HZ29-E
Tecnicas Reunidas,ES0178165017,2015,22614.0,3960,05SJP3-E
Spark New Zealand,NZTELE0001S4,2015,1843.0,19302,001ZZD-E
Telecom Italia,IT0003497168,2015,154377.0,82266,002111-E
Teijin Ltd.,JP3544000007,2015,848000.0,922000,001NDC-E
Telefonica,ES0178430E18,2015,95677.0,1908230,05DZGP-E
Telia Company AB,SE0000667925,2015,47400.0,338600,002TQG-E
Telekom Austria AG,AT0000720008,2015,27446.0,,003KKF-E
Telenor Group,NO0010063308,2015,308994.0,798405,003K5P-E
Telkom SA Limited,ZAE000044897,2015,84640.0,681204,0048BB-E
Teradata Corp.,US88076W1036,2015,788.0,21112,064WW9-E
"The Tokyo Electric Power Company Holdings, Inc (TEPCO)",JP3585800000,2015,9.72216e7,,05FQ8F-E
Telstra Corporation,AU000000TLS2,2015,52021.0,1312498,002TQJ-E
Telus Corporation,CA87971M1032,2015,75483.0,290373,0030M3-E
Tenet Healthcare Corporation,US88033G4073,2015,0.0,,000XN9-E
Teradyne Inc.,US8807701029,2015,1994.0,26503,000XNK-E
Terumo Corporation,JP3546800008,2015,57324.0,202172,05HWJV-E
Terex Corporation,US8807791038,2015,69824.15,83473.63,000XNL-E
Tesco,GB0008847096,2015,1.34715e6,2624322,05HF1X-E
Terna,IT0003242622,2015,66799.0,70326,05Z7RL-E
Teva Pharmaceutical Industries Ltd,US8816242098,2015,405044.0,621876,00115K-E
Thales,FR0000121329,2015,88940.38,149897.62,05HHFX-E
Textron Inc.,US8832031012,2015,186937.0,531714,000XP9-E
Texas Instruments Incorporated,US8825081040,2015,1.085622e6,1322813,000XNY-E
The Hershey Company,US4278661081,2015,110838.0,224634,000LNJ-E
Berendsen plc,GB00B0F99717,2015,78325.0,22597,05HX78-E
The Spar Group Ltd,ZAE000058517,2015,37082.0,40800,061754-E
Thermo Fisher Scientific Inc.,US8835561023,2015,92458.0,301234,06LJVN-E
Westpac Banking Corporation,AU000000WBC1,2015,10830.0,164976,05F0Y5-E
Tim Participacões S.A.,BRTIMPACNOR1,2015,10151.87,70054.68,0026WY-E
"THK Co., Ltd.",JP3539250005,2015,23481.48,164575.65,05HWL7-E
thyssenkrupp AG,DE0007500001,2015,3.26e7,1200000,05HGS3-E
Tiffany & Co.,US8865471085,2015,2921.0,41908,000XR0-E
Tiger Brands,ZAE000071080,2015,245735.0,327630,05HX8S-E
Time Warner Inc.,US8873173038,2015,17292.0,132735,002SX7-E
"TJX Companies, Inc.",US8725401090,2015,80428.0,751377,000XRR-E
Toda Corporation,JP3627000007,2015,52336.0,25504,05HYW4-E
TNT Express,NL0009739424,2015,1.392006e6,46600,0BP9CQ-E
Tokyo Electron Ltd.,JP3571400005,2015,7818.0,30349,05HWCG-E
"Tokio Marine Holdings, Inc.",JP3910660004,2015,14954.0,77854,05HWBX-E
"Tokyo Gas Co., Ltd.",JP3573000001,2015,3.077e6,,05HWDF-E
Toshiba Corporation,JP3592200004,2015,890000.0,2190000,05HNPP-E
Tomra Systems ASA,NO0005668905,2015,19780.0,4580,05HHB3-E
Tongaat Hulett Ltd,ZAE000096541,2015,811994.0,305794,05HZGV-E
Topdanmark,DK0060477503,2015,1514.0,1975,05HXMM-E
"Toppan Printing Co., Ltd.",JP3629000005,2015,258245.0,,0027GL-E
TD Bank Group,CA8911605092,2015,49821.0,136617,00136Q-E
"Toray Industries, Inc.",JP3621000003,2015,3.334821e6,1954828,05HWH8-E
Total,FR0000120271,2015,4.18e7,,002KX6-E
Toto Ltd.,JP3596200000,2015,168442.0,156638,05HWVD-E
"Toyo Seikan Group Holdings, Ltd.",JP3613400005,2015,539281.0,169812,05HWJX-E
"Toyobo Co., Ltd.",JP3619800000,2015,651759.0,248924,05HXDH-E
"Toyota Auto Body Co., Ltd.",JP3635400009,2015,111700.0,201000,05HZX8-E
Toyota Industries Corporation,JP3634600005,2015,220123.0,594023,05HWFW-E
Toyota Motor Corporation,JP3633400001,2015,2.727e6,5067000,003K89-E
Transcontinental Inc.,CA8935781044,2015,61700.0,41100,003NFW-E
TransAlta Corporation,CA89346D1078,2015,3.2041425e7,186390,003FXF-E
Travis Perkins,GB0007739609,2015,138859.0,68904,05HWSB-E
"The Travelers Companies, Inc.",US89417E1091,2015,29605.0,39968,000WV4-E
Trinity Mirror,GB0009039941,2015,4532.0,31107,05HWR3-E
Trelleborg AB,SE0000114837,2015,96900.0,191239,05HYTR-E
Tsumura & Co.,JP3535800001,2015,32123.39,,05J041-E
Truworths International,ZAE000028296,2015,482.37,,05J0WV-E
UBI Banca,IT0003487029,2015,10240.0,34841,06QC6V-E
United Continental Holdings,US9100471096,2015,3.1446166e7,283499,000Y0C-E
United Continental Holdings,US9100471096,2015,3.1446166e7,283499,0B34WJ-E
"Ube Industries, Ltd.",JP3158800007,2015,1.166e7,400000,05HX6H-E
Tullow Oil,GB0001500809,2015,752539.43,4630.51,05HZ98-E
U.S. Bancorp,US9029733048,2015,42031.0,335574,001R78-E
TE Connectivity,CH0102993182,2015,116007.0,435744,05VFN0-E
Ultratech Cement,INE481G01011,2015,3.2892171e7,746636,05ZXH2-E
UCB SA,BE0003739530,2015,37583.0,19029,05HHCX-E
Ultrapar Participações S/A,BRUGPAACNOR8,2015,525205.48,162317.5,05J2RK-E
Uni-Charm Corporation,JP3951600000,2015,30706.0,375139,05HWMF-E
Unisys Corporation,US9092143067,2015,1641.0,93845,000Y2H-E
Unilever plc,GB00B10RZP78,2015,873507.0,1530669,002BV8-E
Unite Students,GB0006928617,2015,5373.1,52382.2,05J0C0-E
Union Pacific Corporation,US9078181081,2015,1.1303973e7,380523,000Y1Z-E
United Utilities,GB00B39J2M42,2015,110533.0,302791,002V08-E
UnitedHealth Group Inc,US91324P1021,2015,16567.0,194299,000Y3J-E
United Microelectronics,TW0002303005,2015,621421.0,1167237,001KR6-E
UPS,US9113121068,2015,1.2205e7,815000,000Y4G-E
Unum Group,US91529Y1064,2015,7623.0,28841,002L44-E
Vale,BRVALEACNOR0,2015,1.43410598e7,1898937.74,002C5D-E
Valiant Holding AG,CH0014786500,2015,1092.0,637,05HZB6-E
Ushio Inc.,JP3156400008,2015,3542.51,35089.1,05HWVW-E
VEOLIA,FR0000124141,2015,2.74271e7,7680000,0024DP-E
VERBUND AG,AT0000746409,2015,1.718617e6,1088782,05HX92-E
Vedanta Resources PLC,GB0033277061,2015,3.9581088e7,1577241,0057R6-E
Veidekke ASA,NO0005806802,2015,71467.0,7087,05J1BP-E
Viacom Inc.,US92553P2011,2015,9053.0,49432,06BZ3S-E
Vermilion Energy Inc.,CA9237251058,2015,430531.35,56969.54,00CS2T-E
Verizon Communications Inc.,US92343V1044,2015,445704.0,5529153,000CQ8-E
Vestas Wind Systems A/S,DK0010268606,2015,48621.0,25337,05HH9B-E
Virtusa,US92827P1021,2015,102.98,11830.79,006JDY-E
Vinci,FR0000125486,2015,1.994843e6,287818,003K9V-E
Villeroy & Boch AG,DE0007657231,2015,25141.0,10465,05J2H7-E
Visteon,US92839U2069,2015,3953.0,62894,002X87-E
Vontobel Holding AG,CH0012335540,2015,742.0,1050,05FWMC-E
Volkswagen AG,DE0007664039,2015,3.613728e6,7142543,001YFZ-E
Vodafone Group,GB00BH4HKS39,2015,408055.0,2801891,002KKH-E
Vivendi SA,FR0000127771,2015,7451.0,107440,0032JM-E
Wal Mart de Mexico,MX01WA000038,2015,658657.0,573254,003Q6N-E
VWR International LLC,US91843L1035,2015,6486.0,12950,00G5XJ-E
Wacker Chemie AG,DE000WCH8881,2015,1.251944e6,1544439,00846Z-E
Walt Disney Company,US2546871060,2015,851038.0,917030,000HLG-E
"Wal-Mart Stores, Inc.",US9311421039,2015,6.107244e6,14928054,000YMS-E
Wärtsilä Corporation,FI0009003727,2015,63441.0,60317,05HYXL-E
Warehouse Group,NZWHSE0001S6,2015,2194.18,,05HXFY-E
"Waste Management, Inc.",US94106L1098,2015,1.6156667e7,236273,0024XW-E
Weatherford International Ltd.,IE00BLNN3691,2015,330275.9,215481,0027RH-E
Weatherford International Ltd.,IE00BLNN3691,2015,330275.9,215481,0DRJN7-E
Waters Corporation,US9418481035,2015,20284.0,29688,0011S2-E
Weg S/A,BRWEGEACNOR0,2015,19.89,88.41,05J13M-E
Weir Group,GB0009465807,2015,36012.0,91621,05HXNJ-E
Wells Fargo & Company,US9497461015,2015,90180.0,1094831,000RGR-E
Wells Fargo & Company,US9497461015,2015,90180.0,1094831,05L5D1-E
Wereldhave,NL0000289213,2015,2199.0,,05HXF4-E
Wesfarmers,AU000000WES1,2015,1.398127e6,2613456,05HWF5-E
Wesco International,US95082P1057,2015,24254.5,23894.9,001WFS-E
Anthem Inc,US0367521038,2015,7982.0,98266,003CLR-E
Anthem Inc,US0367521038,2015,7982.0,98266,060W5N-E
West Japan Railway Company,JP3659000008,2015,89800.0,1914000,05HWCY-E
WH Smith,GB00B2PDGW16,2015,8700.0,30544,05HWYD-E
Weyerhaeuser Company,US9621661043,2015,1.392997e6,1265483,000YVQ-E
Westfield Corporation,AU000000WFD0,2015,11161.0,115901,05MJ2R-E
Westfield Corporation,AU000000WFD0,2015,11161.0,115901,0DP76X-E
Wilmar International Limited,SG1T56930848,2015,2.32832525e6,468501.39,06BM3M-E
Whirlpool Corporation,US9633201069,2015,315423.56,662918,000YVZ-E
Whitbread,GB00B1KJJ408,2015,63009.0,185747,05HLDP-E
WhiteWave Foods,US9662441057,2015,125591.0,114353,06471G-E
William Demant Holding A/S,DK0060738599,2015,2517.0,11889,05HWPS-E
"Whole Foods Market, Inc.",US9668371068,2015,419658.0,448508,000YWC-E
Wolters Kluwer,NL0000395903,2015,9571.0,24904,001ZJJ-E
WEC Energy Group,US92939U1060,2015,3.2001e7,4533000,000YY2-E
WEC Energy Group,US92939U1060,2015,3.2001e7,4533000,0FM1RN-E
Wilson Bayly Holmes-Ovcon Ltd,ZAE000009932,2015,42632.4,6017.04,05JBMD-E
Wipro,INE075A01022,2015,44355.0,219378,0031LT-E
Woodside Petroleum,AU000000WPL2,2015,1.0113e7,6500,003JR4-E
Woolworths Holdings Ltd,ZAE000063863,2015,42249.69,442672.5,05HZR8-E
Woolworths Limited,AU000000WOW2,2015,548887.0,2503023,05HWDD-E
WPP Group,JE00B8KF9B49,2015,8135.04,153798.13,0CY4NZ-E
WorleyParsons,AU000000WOR2,2015,33887.0,50204,05KYZD-E
Workspace Group,GB00B67G5X01,2015,3375.0,12366,05J0HF-E
Xcel Energy Inc.,US98389B1008,2015,5.2140449e7,1061615,0030MN-E
Xcel Energy Inc.,US98389B1008,2015,5.2140449e7,1061615,0033X7-E
WSP,CA92938W2022,2015,18339.0,33635,0BCBB0-E
Wyndham Worldwide Corporation,US98310W1080,2015,118423.0,336166,068T0P-E
Azbil Corporation,JP3937200008,2015,5454.0,15095,05HZ0Z-E
Yamaha Corporation,JP3942600002,2015,32885.26,139859.38,05HWQ4-E
Yamaha Corporation,JP3942600002,2015,27830.71,127986.38,05HWQ4-E
Yamana Gold Inc.,CA98462Y1007,2015,197168.0,245838,003P6F-E
"Yum! Brands, Inc.",US9884981013,2015,124026.0,2929309,001QFL-E
Yaskawa Electric Corporation,JP3932000007,2015,4015.03,18609.96,05HXJP-E
Yara International ASA,NO0010208051,2015,1.23e7,1172484,005KQ2-E
Yokogawa Electric Corporation,JP3955000009,2015,12097.0,75908,05HWP5-E
"Yokohama Rubber Company, Limited",JP3955800002,2015,325661.0,357584,05HXN0-E
"Zimmer Biomet Holdings, Inc.",US98956P1021,2015,12484.0,74856,0036P0-E
Zurich Insurance Group,CH0011075394,2015,30284.0,61154,05GGL5-E
AKENERJI ELEKTRIK ÜRETIM A.S.,TRAAKENR91L9,2015,1.316374e6,13556,05J0DM-E
COCA-COLA IÇECEK A.S.,TRECOLA00011,2015,52162.0,60369.6,068SSB-E
FORD OTOMOTIV SANAYI A.S.,TRAOTOSN91H6,2015,70336.0,120308,05HYX4-E
T.GARANTI BANKASI A.S.,TRAGARAN91N1,2015,11762.91,63874.53,05HX7L-E
TÜRKIYE HALK BANKASI A.S.,TRETHAL00019,2015,17247.0,29812,05X78M-E
IHLAS EV ALETLERI IMALAT SANAYI VE TICARET A.S.,TRAIHEVA91H5,2015,153.34,1437.36,06294L-E
T.SISE VE CAM FABRIKALARI A.S.,TRASISEW91Q3,2015,3.794333e6,581528,05J0T5-E
SEKERBANK T.A.S.,TRASKBNK91N8,2015,6898.0,9062,0614RM-E
TAV HAVALIMANLARI HOLDING A.S.,TRETAVH00018,2015,59980.0,15930,06P6MQ-E
TURKCELL ILETISIM HIZMETLERI A.S.,TRATCELL91M1,2015,15155.0,288560,0035DF-E
TOFAS TÜRK OTOMOBIL FABRIKASI A.S.,TRATOASO91H3,2015,68897.0,61753,05HZCC-E
T.SINAI KALKINMA BANKASI A.S.,TRATSKBW91N0,2015,807.0,0,05JD2P-E
TÜRKIYE VAKIFLAR BANKASI T.A.O.,TREVKFB00019,2015,15585.0,3962,00775N-E
VESTEL ELEKTRONIK SANAYI VE TICARET A.S.,TRAVESTL91H6,2015,3560.03,76290.23,05J0F6-E
YAPI VE KREDI BANKASI A.S.,TRAYKBNK91N6,2015,9404.18,11526.87,05HWS3-E
LG Innotek,KR7011070000,2015,23779.0,298458,078R0Q-E
Lotte Fine Chemical,KR7004000006,2015,114702.0,580256,05J093-E
LG Life Sciences,KR7068870005,2015,7506.78,52148.31,05JSX9-E
AmorePacific Group,KR7002790004,2015,6277.0,25177,05HXNC-E
Hansol Paper Co,KR7213500002,2015,247848.0,610662,0F9MB7-E
Accenture,IE00B4BNMY34,2015,26290.0,294920,00C5YS-E
Chubb Limited,CH0044328745,2015,16347.0,39601,000BH0-E
Chubb Limited,CH0044328745,2015,16347.0,39601,0G0L3Q-E
"Advantech Co, Ltd.",TW0002395001,2015,1777.0,27710,05HZ5K-E
Almirall Sa,ES0157097017,2015,5845.0,9347,009BRJ-E
Amdocs Ltd,GB0022569080,2015,1139.0,72224,0025KH-E
adidas AG,DE000A1EWWW0,2015,11702.0,52795,06GPMP-E
Wistron Corp,TW0003231007,2015,19748.67,255476.63,05W8F4-E
Olam International,SG1Q75923504,2015,2.097237e6,203435,006V5L-E
Lenovo Group,HK0992009065,2015,7067.64,228493.06,05HWJY-E
Macquarie Group,AU000000MQG1,2015,0.0,39332,05FFH1-E
Macquarie Group,AU000000MQG1,2015,0.0,39332,06PF0D-E
Charter Hall Group,AU000000CHC0,2015,5958.0,83916,066X8C-E
Aquarius Platinum,BMG0440M1284,2015,15696.0,257533,003JSL-E
AWE,AU000000AWE9,2015,130368.0,392,05J3XL-E
MRV Engenharia e Participações,BRMRVEACNOR2,2015,19334.37,3604.57,06NDR6-E
Oi S.A,BROIBRACNPR8,2015,47040.64,203105.17,05HXDX-E
FIBRIA Celulose S/A,BRFIBRACNOR9,2015,1.13274e6,9720,08B2D0-E
BRMALLS Participações,BRBRMLACNOR9,2015,12608.44,46954.23,06QPBQ-E
CIA SANEAMENTO DE MINAS GERAIS - COPASA,BRCSMGACNOR5,2015,621074.0,102225,06FFMD-E
BRF S.A,BRBRFSACNOR8,2015,361059.0,322547,07NJDS-E
BRF S.A,BRBRFSACNOR8,2015,361059.0,322547,003KZX-E
Quanta Computer,TW0002382009,2015,32163.59,496185.23,05HWF0-E
Teck Resources Limited,CA8787422044,2015,2.468745e6,356944,001NDB-E
Teck Resources Limited,CA8787422044,2015,2.468745e6,356944,003RHS-E
Interconexion Electrica Sa,COE15PA00026,2015,1171.7,2352.35,05WL8K-E
DNB ASA,NO0010031479,2015,760.9,7371.2,05JPQS-E
Budimex S.A,PLBUDMX00013,2015,37316.21,18179.29,05J1KN-E
Cia Paranaense de Energia - COPEL,BRCPLEACNOR8,2015,213451.71,448062.02,05W4HH-E
Coway Co Ltd,KR7021240007,2015,391.0,5369,05JSX7-E
Vanguard International Semiconductor Corporation,TW0005347009,2015,192571.0,435003,05K2GX-E
Tripod Technology Corporation,TW0003044004,2015,42601.01,653084.24,05J2P7-E
Manitou BF,FR0000038606,2015,4650.0,,05HYYK-E
GFI Informatique,FR0004038099,2015,5.7,,05J0G6-E
Airbus,NL0000235190,2015,527361.6,397995.8,05HG4G-E
Thomas Cook Group,GB00B1VYCH82,2015,4.025153e6,26685,002V85-E
Thomas Cook Group,GB00B1VYCH82,2015,4.025153e6,26685,06NT4S-E
N Brown Group Plc,GB00B1P6ZR11,2015,2205.0,8577,05HXJ9-E
SM Investments,PHY806761029,2015,118743.49,359315.1,05JVJG-E
Richtek Technology Corp,TW0006286008,2015,95.89,2721.01,05TQGM-E
Empresas CMPC,CL0000001314,2015,1.244356e6,521660,05HWQX-E
Macronix International,TW0002337003,2015,91302.57,147483.16,003JXQ-E
Inventec Co Ltd,TW0002356003,2015,9912.12,163265.01,05HX03-E
Chicony Electronics Co. Ltd,TW0002385002,2015,27582.0,25030,05HZXF-E
Bank Leumi Le Israel,IL0006046119,2015,4801.0,30634,05HWWZ-E
Mettler-Toledo,US5926881054,2015,30323.0,29631,001VB2-E
Cegereal,FR0010309096,2015,0.0,3013,0083Q4-E
Brammer Plc,GB0001195089,2015,4752.0,4242,05J2PN-E
Berkeley Group,GB00B02L3W35,2015,2364.0,11780,006J20-E
DS Smith Plc,GB0008220112,2015,1.539751e6,346761,05HXRH-E
Communisis Plc,GB0006683238,2015,1544.0,8514,05J017-E
Vattenfall Group,DE0006012008,2015,8.46e7,90530,05HLLC-E
RPS Group Plc,GB0007594764,2015,8122.0,4516,05HZXC-E
Ricardo Plc,GB0007370074,2015,8200.0,10400,05VCC2-E
Costain Group,GB00B64NSP76,2015,17677.53,4398.8,05J2W4-E
Linde AG,DE0006483001,2015,9.7e6,15400000,05HHL0-E
Dialog Semiconductor plc,GB0059822006,2015,55.0,1397,002ZJ7-E
CEWE Stiftung & Co. KGaA,DE0005403901,2015,3017.0,10384,05J4S9-E
Indusind Bank,INE095A01012,2015,5983.44,48950.49,05WL5K-E
Zeon Corporation,JP3725400000,2015,539442.0,64312,05HXC0-E
Beni Stabili Spa SIIQ,IT0001389631,2015,2056.0,12145,05HS4J-E
Diasorin SpA,IT0003492391,2015,595.43,9223.65,05MGK0-E
Danieli & C Officine Meccaniche S.p.A.,IT0000076502,2015,228707.0,271502,05HQ2V-E
BPER Banca,IT0000066123,2015,3959.42,0,05HJ48-E
"Toyo Ink SC Holdings Co., Ltd.",JP3606600009,2015,51568.0,40432,05HYKH-E
"TS Tech Co.,Ltd.",JP3539230007,2015,263.0,11011,06P6MV-E
"MEGMILK SNOW BRAND Co.,Ltd.",JP3947800003,2015,267000.0,,0833Y1-E
Nabtesco Corporation,JP3651210001,2015,7074.0,47729,05R0CW-E
Ted Baker Plc,GB0001048619,2015,234.0,4062,05J2CZ-E
DISCO Corporation,JP3548600000,2015,3666.0,37855,05HWQT-E
LS Industrial Systems,KR7010120004,2015,344662.0,27493,05J0PL-E
Coca-Cola Bottlers Japan Inc.,JP3293200006,2015,106621.0,,0GYKVS-E
Coca-Cola Bottlers Japan Inc.,JP3293200006,2015,106621.0,,07K7N8-E
Vopak,NL0009432491,2015,189000.0,260000,05HXJK-E
Metsä Board,FI0009000665,2015,317441.0,424434,05HX7G-E
Red Hat Inc,US7565771026,2015,0.0,,002JTY-E
Mead Johnson Nutrition Company,US5828391061,2015,46699.13,120985.26,00BGRV-E
ICL,IL0002810146,2015,1.630298e6,916302,003B3F-E
Ecopetrol Sa,COC04PA00016,2015,7.831122e6,244511,0649LY-E
Anheuser Busch InBev,BE0974293251,2015,3.373822e6,1821423,003JP0-E
Anheuser Busch InBev,BE0974293251,2015,3.373822e6,1821423,07H0VZ-E
Anheuser Busch InBev,BE0974293251,2015,3.373822e6,1821423,0GH7WP-E
Motherson Sumi Systems,INE775A01035,2015,141.97,740.18,05JC6F-E
The J.M. Smucker Company,US8326964058,2015,121695.0,209207,000WMS-E
Jacobs Engineering Group Inc.,US4698141078,2015,2799.29,4340.73,000N7V-E
DOF ASA,NO0010070063,2015,625260.5,845,05J4DX-E
Dampskibsselskabet NORDEN A/S,DK0060083210,2015,454348.0,461.4,00606S-E
jcpenney,US7081601061,2015,88101.7,755819.43,000T7G-E
BillerudKorsnäs,SE0000862997,2015,121362.0,,0CMBQR-E
BillerudKorsnäs,SE0000862997,2015,121362.0,,003JGR-E
UBS,CH0024899483,2015,13340.0,179082,002ZDR-E
Gategroup Holding AG,CH0100185955,2015,192114.0,66206,00B0YP-E
SAVE - Aeroporto di Venezia Marco Polo S.p.A.,IT0001490736,2015,3292.0,10752,05MQTF-E
Jardine Lloyd Thompson Group Plc (JLT),GB0005203376,2015,2170.0,2829.67,05HWQM-E
Hana Financial Group,KR7086790003,2015,1946.9,25375.5,06B5WR-E
Hyundai Glovis Co Ltd,KR7086280005,2015,5.72330258e6,5556.53,060SLB-E
Vina Concha y Toro S A,CLP9796J1008,2015,33102.0,16951,0013TL-E
Petrofac,GB00B0H2K534,2015,259643.0,20974,05L69W-E
Yit Oyj,FI0009800643,2015,11138.0,23299,05HZCP-E
Oxford Instruments Plc,GB0006650450,2015,752.9,6980,05J27W-E
Globe Telecom Inc,PHY272571498,2015,36779.9,216345.9,05HWX1-E
Tatung Company,TW0002371002,2015,13679.0,5.99,05HX5Y-E
Powertech Technology Inc,TW0006239007,2015,7710.03,346186.2,05SXBJ-E
Everlight Electronics Co Ltd,TW0002393006,2015,0.0,,05J1ZM-E
Mindray Medical Intl Ltd-Adr,US6026751007,2015,769.0,28407,008LYP-E
Check Point Software Technologies Ltd,IL0010824113,2015,5.0,,001K11-E
Delhaize Group,BE0003562700,2015,966268.0,1293180,05HJ3S-E
Coca-Cola HBC AG,CH0198251305,2015,317694.0,344566,0CSS3M-E
Valeo Sa,FR0013176526,2015,141800.0,663800,05HK8H-E
Grupo Financiero Banorte SAB de CV,MXP370711014,2015,4434.97,57299.96,0BN49R-E
Lamprell Plc,GB00B1CL5249,2015,52407.0,4275,008M9P-E
Lancashire Holdings,BMG5361W1047,2015,60.4,590.2,007TWV-E
Laird Plc,GB00B1VNST91,2015,2814.0,56220,05HZTW-E
Senior Plc,GB0007958233,2015,12092.0,56482,05J198-E
Shire,JE00B2QKY057,2015,25421.0,22717,00B7VX-E
SDL Plc,GB0009376368,2015,193.0,2239,003GSQ-E
Dürr Aktiengesellschaft,DE0005565204,2015,20255.0,38557,05HRKW-E
Xilinx Inc,US9839191015,2015,1820.0,27475,000Z21-E
"W.W. Grainger, Inc.",US3848021040,2015,48321.0,102094,000L76-E
Western Digital Corp,US9581021055,2015,29380.0,933443,000YTL-E
Visa,US92826C8394,2015,17837.0,67074,05MDRV-E
VF Corporation,US9182041080,2015,80900.0,177915,003ZXF-E
Ventas Inc,US92276F1003,2015,101611.0,529917,0022L7-E
Varian Medical Systems Inc,US92220P1057,2015,26723.0,21049,002J5D-E
Vodacom Group,ZAE000132577,2015,31868.73,482322.9,07NGN0-E
Sanlam,ZAE000070660,2015,135.39,36998.87,05HWML-E
Siemens Gamesa Renewable Energy SA,ES0143416115,2015,12078.8,24776.7,003LD3-E
"Micro-Star International Co, Inc",TW0002377009,2015,2750.86,71434.5,05HWZK-E
Credicorp Limited,BMG2519Y1084,2015,616.29,17387.1,001MPG-E
Technip Sa,FR0000131708,2015,418757.0,126117,001HTQ-E
Skandinaviska Enskilda Banken AB (SEB AB),SE0000148884,2015,0.0,8853,05G6HM-E
Hilton Food Group,GB00B1V9NW54,2015,4100.0,21392,009856-E
Hill & Smith Holdings,GB0004270301,2015,58615.79,23146.75,05J581-E
Interserve Plc,GB0001528156,2015,146245.0,54591,05HXPT-E
"Kolon Industries, Inc.",KR7120110002,2015,129330.0,,09HT31-E
Novatek Microelectronics Ltd,TW0003034005,2015,403.04,7230.1,05HXRW-E
KISWIRE Ltd.,KR7002240000,2015,68213.0,201419,05J5HM-E
Groupe PSA,FR0000121501,2015,405892.0,215282,05GJN3-E
